test_key,scenario_key,title,implementation_status,evidence_note,path_count,annualized_return_p05,annualized_return_p25,annualized_return_p50,annualized_return_p75,annualized_return_p95,sharpe_p05,sharpe_p25,sharpe_p50,sharpe_p75,sharpe_p95,max_drawdown_p05,max_drawdown_p25,max_drawdown_p50,max_drawdown_p75,max_drawdown_p95,positive_return_probability,positive_sharpe_probability,annualized_excess_return_p50,annualized_return_ci90_low,annualized_return_ci90_high,max_drawdown_worst_case_p95,probability_sharpe_gt_0_50,probability_ann_return_gt_primary_benchmark,sharpe_cvar_5pct,oos_period_count,oos_hit_rate,oos_mean_excess_return,oos_median_excess_return,oos_annualized_return,oos_benchmark_annualized_return,oos_annualized_excess_return,oos_sharpe,oos_max_drawdown
test_9,stationary_block_bootstrap,Stationary Block Bootstrap,completed,Directly mapped from existing stationary block bootstrap path metrics.,2000.0,0.03273188289702786,0.08426839349998258,0.1251000701960073,0.16437818642075444,0.22308736527444858,0.20317328065892548,0.5169201735435207,0.7880017361747255,1.064242810465493,1.4811055617722042,-0.25008218422732054,-0.181683117359633,-0.15503076224232046,-0.1251859887845369,-0.10086692919427717,0.9895,0.9895,0.016108197917743948,0.03273188289702786,0.22308736527444858,-0.25008218422732054,,,,,,,,,,,,
test_10,cost_multiplier_sigma_30pct,Monte Carlo Cost Perturbation (sigma 30%),completed,"Matches the requirement-sheet Monte Carlo cost perturbation with realized cost multiplier epsilon ~ N(0, 0.3^2).",10000.0,0.12325786681060193,0.12364111652556431,0.12391214964664854,0.12417496921764665,0.12455288994825446,0.7662445360177745,0.7685927412989487,0.7702645034539688,0.7719055771433287,0.7742878179814682,-0.17235606885089189,-0.17177558300197307,-0.17137094101937672,-0.17096132465271488,-0.17038400015566124,1.0,1.0,0.016354370834649523,,,,1.0,1.0,0.7652117858654572,,,,,,,,,
test_10,cost_multiplier_sigma_50pct,Monte Carlo Cost Perturbation (sigma 50%),completed,Stress version of Test 10 using wider cost multiplier dispersion.,10000.0,0.12282476510983421,0.1234498472492358,0.12389324725310957,0.12431759680058385,0.1249483477652742,0.7634286070954626,0.7673924214358748,0.7701452231784197,0.7728065799571386,0.7767183744843145,-0.17298217966120322,-0.17203778257735527,-0.17137479067838407,-0.17070905882134138,-0.1698145421310164,1.0,1.0,0.016335468441110557,,,,,,,,,,,,,,,
test_10,flat_extra_25bps,Flat +25bps Execution Drag,completed,Requirement-sheet style cost robustness using turnover-linked 25bps incremental drag.,10000.0,0.1145215599894287,0.1145215599894287,0.1145215599894287,0.1145215599894287,0.1145215599894287,0.7124488804151942,0.7124488804151942,0.7124488804151942,0.7124488804151942,0.7124488804151942,-0.17706664530669614,-0.17706664530669614,-0.17706664530669614,-0.17706664530669614,-0.17706664530669614,1.0,1.0,0.006963781177429684,,,,,,,,,,,,,,,
test_11,factor_weight_loose,Factor-weight Dirichlet Neighbourhood (loose),completed,"Requirement-style reruns built from full snapshot refresh, backtest, analysis, and report generation for sampled regime.normal factor weights.",2.0,0.103830671,0.105746635,0.10814159000000001,0.110536545,0.112452509,0.4888145,0.5020485,0.518591,0.5351335,0.5483675,0.181864153,0.184651805,0.18813637,0.191620935,0.194408587,1.0,1.0,0.03198439138857312,,,,,,,,,,,,,,,
test_11,factor_weight_medium,Factor-weight Dirichlet Neighbourhood (medium),completed,"Requirement-style reruns built from full snapshot refresh, backtest, analysis, and report generation for sampled regime.normal factor weights.",2.0,0.11116340250000001,0.1132390125,0.11583352499999999,0.1184280375,0.12050364749999999,0.5382383500000001,0.54911975,0.5627215000000001,0.5763232500000001,0.58720465,0.18335333599999998,0.1834862,0.18365228,0.18381836000000001,0.18395122400000002,1.0,1.0,0.03967631970097062,,,,,,,,,,,,,,,
test_11,factor_weight_tight,Factor-weight Dirichlet Neighbourhood (tight),completed,"Requirement-style reruns built from full snapshot refresh, backtest, analysis, and report generation for sampled regime.normal factor weights.",2.0,0.101717545,0.103344525,0.10537825,0.107411975,0.109038955,0.4818345,0.4901925,0.50064,0.5110874999999999,0.5194455,0.192838755,0.193542135,0.19442136,0.195300585,0.196003965,1.0,1.0,0.029221050811633953,,,,,,,,,,,,,,,
test_12,rolling_24p_is_1p_oos,Rolling Out-of-Sample (24P IS / 1P OOS),completed,Built directly from monthly return records of the quarterly-rebalanced strategy using rolling 24-period estimation windows and chained 1-period OOS evaluation.,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.48484848484848486,0.0003380227272727272,-0.00128902,0.166230247887325,0.16685797430789484,-0.0006277264205698518,1.1000701343636818,-0.12067133438993671
test_13,empirical_mean_covariance,Monte Carlo Path Simulation from Empirical Mean/Covariance,completed,Uses multivariate normal simulation fitted to realized monthly strategy and benchmark returns from the quarterly-rebalanced run.,10000.0,-0.003672114007074888,0.06971768032401632,0.12365469723949674,0.1817738128444525,0.266309166651437,-0.02247317645540661,0.43488071441875453,0.7677823062609499,1.1460934637376163,1.7187656696714382,-0.340773823347375,-0.23940251191808287,-0.18540807803133852,-0.1424347368277841,-0.101123887059275,0.9445,0.9445,0.01616284912267618,,,,,,,,,,,,,,,
